name,sport,nationality,sex,date_of_birth,age,height,weight
Feng Zhou,Wrestling,CHN,female,12/09/1993,22.9,1.75,71
Sarah Troel,Canoe,FRA,female,12/07/1986,30.1,1.75,71
Panagiotis Magdanis,Rowing,GRE,male,29/11/1990,25.7,1.75,71
Makoura Keita,Athletics,GUI,female,01/11/1994,21.8,1.75,71
Adam Pattantyus,Table Tennis,HUN,male,10/10/1978,37.8,1.75,71
Tommy Sugiarto,Badminton,INA,male,31/05/1988,28.2,1.75,71
Elizabeth Thompson,Hockey,NZL,female,08/12/1994,21.7,1.75,71
Sonchat Ratiwatana,Tennis,THA,male,23/01/1982,34.6,1.75,71
Lizhu Huang,Sailing,CHN,female,09/10/1987,28.8,1.74,71
Ruggero Tita,Sailing,ITA,male,20/03/1992,24.4,1.74,71
Justyna Kaczkowska,Cycling,POL,female,07/10/1997,18.8,1.74,71
Valentina Kogan,Handball,ARG,female,19/02/1980,36.5,1.73,71
Sabrina D Angelo,Football,CAN,female,11/05/1993,23.3,1.73,71
Yuehong Li,Shooting,CHN,male,28/08/1989,27,1.73,71
Sascha Klein,Aquatics,GER,male,12/09/1985,30.9,1.73,71
Alia Atkinson,Aquatics,JAM,female,11/12/1988,27.7,1.73,71
Benjamin Waterhouse,Judo,ASA,male,11/06/1985,31.2,1.72,71
Thomas Briels,Hockey,BEL,male,23/08/1987,29,1.72,71
Shiwen Ye,Aquatics,CHN,female,01/03/1996,20.4,1.72,71
William Collazo,Athletics,CUB,male,31/08/1986,30,1.72,71
Severo Jesus Jurado Lopez,Equestrian,ESP,male,09/09/1988,27.9,1.72,71
Axel Augis,Gymnastics,FRA,male,06/12/1990,25.7,1.72,71
Melanie Behringer,Football,GER,female,18/11/1985,30.7,1.72,71
Saviour Godwin,Football,NGR,male,22/08/1996,20,1.72,71
Amelia Gibson,Hockey,NZL,female,05/07/1991,25.1,1.72,71
Nicolas Martin Tripichio,Football,ARG,male,05/01/1996,20.6,1.71,71
Nicolas Lionel Wettstein,Equestrian,ECU,male,30/03/1981,35.4,1.71,71
Ursula Gonzalez Garate,Fencing,MEX,female,22/11/1991,24.7,1.71,71
Sara Tan,Sailing,SIN,female,06/08/1990,26,1.71,71
Pa Konate,Football,SWE,male,25/04/1994,22.3,1.71,71
Joaquin Arzura,Football,ARG,male,18/05/1993,23.2,1.7,71
Olga Ismayilova,Cycling,AZE,female,16/09/1985,30.9,1.7,71
Borislav Stefanov Novachkov,Wrestling,BUL,male,29/11/1989,26.7,1.7,71
Mengyu Wang,Hockey,CHN,female,25/05/1992,24.2,1.7,71
Colin Oates,Judo,GBR,male,07/06/1983,33.2,1.7,71
Julia Muller,Hockey,GER,female,10/12/1985,30.7,1.7,71
Rayderley Miguel Zapata,Gymnastics,ESP,male,26/05/1993,23.2,1.69,71
Meisam Abolfazl Nasiri,Wrestling,IRI,male,01/06/1989,27.2,1.69,71
Mayara Fier de Moura,Handball,BRA,female,05/12/1986,29.7,1.68,71
Akeem Haynes,Athletics,CAN,male,11/03/1992,24.4,1.68,71
Heather Fisher,Rugby Sevens,GBR,female,13/06/1984,32.2,1.68,71
Elena Sergey Pirozhkova,Wrestling,USA,female,13/10/1986,29.8,1.68,71
Stacy Otieno,Rugby Sevens,KEN,female,27/09/1990,25.9,1.67,71
Nicolas Cordoba,Gymnastics,ARG,male,20/11/1989,26.7,1.65,71
Adam Batirov,Wrestling,BRN,male,13/01/1985,31.6,1.65,71
Dorothy Erzsebet Yeats,Wrestling,CAN,female,29/07/1993,23,1.6,71
Sarah Pavan,Volleyball,CAN,female,16/08/1986,30,1.96,70
Calvyn Justus,Aquatics,RSA,male,14/12/1995,20.7,1.95,70
Nauraj Singh Randhawa,Athletics,MAS,male,27/01/1992,24.5,1.93,70
Milosz Jankowski,Rowing,POL,male,17/01/1990,26.6,1.93,70
Dmytro Yakovenko,Athletics,UKR,male,17/09/1992,23.9,1.92,70
Cesar Montes,Football,MEX,male,24/02/1997,19.5,1.91,70
Mert Atli,Athletics,TUR,male,23/07/1993,23.1,1.91,70
Joel Baden,Athletics,AUS,male,01/02/1996,20.5,1.9,70
Alex Hua Tian,Equestrian,CHN,male,25/10/1989,26.8,1.9,70
Liosbel Hernandez,Rowing,CUB,male,17/12/1983,32.7,1.9,70
Ayanleh Souleiman,Athletics,DJI,male,03/12/1992,23.7,1.9,70
Enrico Garozzo,Fencing,ITA,male,21/06/1989,27.1,1.9,70
Paola Ogechi Egonu,Volleyball,ITA,female,18/12/1998,17.6,1.9,70
Bjorn van den Ende,Rowing,NED,male,10/01/1986,30.6,1.9,70
Georg Preidler,Cycling,AUT,male,17/06/1990,26.2,1.89,70
Matteo Giupponi,Athletics,ITA,male,08/10/1988,27.8,1.89,70
Tim Heijbrock,Rowing,NED,male,28/10/1985,30.8,1.89,70
Peter Taylor,Rowing,NZL,male,03/01/1984,32.6,1.89,70
Man Sun,Rowing,CHN,male,22/08/1995,21,1.88,70
Xiaotong Liu,Volleyball,CHN,female,16/02/1990,26.5,1.88,70
Philipp Pflieger,Athletics,GER,male,16/07/1987,29.1,1.88,70
Alessia Trost,Athletics,ITA,female,08/03/1993,23.4,1.88,70
Marco de Luca,Athletics,ITA,male,12/05/1981,35.3,1.88,70
Fouad Elkaam,Athletics,MAR,male,27/05/1988,28.2,1.88,70
Soufiane Elbakkali,Athletics,MAR,male,07/01/1996,20.6,1.88,70
Thibault Colard,Rowing,FRA,male,13/01/1992,24.6,1.87,70
Wendie Renard,Football,FRA,female,20/07/1990,26.1,1.87,70
Lucas Schaefer,Rowing,GER,male,15/08/1994,22,1.87,70
Andrea Micheletti,Rowing,ITA,male,22/06/1991,25.1,1.87,70
Stefano Oppo,Rowing,ITA,male,12/09/1994,21.9,1.87,70
Sanghyeok Woo,Athletics,KOR,male,23/04/1996,20.3,1.87,70
Abdelhakim Amokrane,Football,ALG,male,10/05/1994,22.3,1.86,70
Leticia Boscacci,Volleyball,ARG,female,08/11/1985,30.8,1.86,70
Maximo Mercedes,Athletics,DOM,male,14/09/1988,27.9,1.86,70
Joan Herp Morell,Sailing,ESP,male,18/10/1993,22.8,1.86,70
Joris Pijs,Rowing,NED,male,02/04/1987,29.4,1.86,70
Tom Dumoulin,Cycling,NED,male,11/11/1990,25.8,1.86,70
Henryk Szost,Athletics,POL,male,20/01/1982,34.6,1.86,70
Chun-Hsien Hsiang,Athletics,TPE,male,04/09/1993,22.9,1.86,70
Ihor Olefirenko,Athletics,UKR,male,14/03/1990,26.4,1.86,70
Coco Vandeweghe,Tennis,USA,female,06/12/1991,24.7,1.86,70
Alexander Gehbauer,Cycling,AUT,male,24/04/1990,26.3,1.85,70
Marquinhos,Football,BRA,male,14/05/1994,22.2,1.85,70
Xiaolong Xu,Athletics,CHN,male,20/12/1992,23.6,1.85,70
Caterine Ibarguen,Athletics,COL,female,12/02/1984,32.5,1.85,70
Andreas Schilling,Triathlon,DEN,male,25/05/1991,25.2,1.85,70
Mumin Gala,Athletics,DJI,male,06/09/1986,29.9,1.85,70
Kafetien Gomis,Athletics,FRA,male,23/03/1980,36.4,1.85,70
Florian Wellbrock,Aquatics,GER,male,19/08/1997,19,1.85,70
Zsuzsanna Jakabos,Aquatics,HUN,female,03/04/1989,27.4,1.85,70
Liam Bertazzo,Cycling,ITA,male,17/02/1992,24.5,1.85,70
Pietro Ruta,Rowing,ITA,male,06/08/1987,29,1.85,70
Naoya Okada,Shooting,JPN,male,10/10/1990,25.8,1.85,70
Nobuya Kato,Athletics,JPN,male,16/04/1995,21.3,1.85,70
Jort van Gennep,Rowing,NED,male,06/08/1994,22,1.85,70
James Hunter,Rowing,NZL,male,24/08/1992,24,1.85,70
le Roux Hamman,Athletics,RSA,male,06/01/1992,24.6,1.85,70
Matthew Mark Meyer,Aquatics,RSA,male,04/03/1998,18.4,1.85,70
Polona Hercog,Tennis,SLO,female,20/01/1991,25.6,1.85,70
Anouk Verge-Depre,Volleyball,SUI,female,11/02/1992,24.5,1.85,70
Angel McCoughtry,Basketball,USA,female,10/09/1986,29.9,1.85,70
Thomas Springer,Triathlon,AUT,male,06/11/1984,31.8,1.84,70
Kanstantsin Siutsou,Cycling,BLR,male,09/08/1982,34,1.84,70
Josefa Fabiola Almeida De Sousa Alves,Volleyball,BRA,female,03/02/1983,33.5,1.84,70
Moacir Zimmermann,Athletics,BRA,male,30/12/1983,32.6,1.84,70
Tiidrek Nurme,Athletics,EST,male,18/11/1985,30.7,1.84,70
Franck Solforosi,Rowing,FRA,male,10/09/1984,31.9,1.84,70
Mame-Ibra Anne,Athletics,FRA,male,07/11/1989,26.8,1.84,70
Alistair Brownlee,Triathlon,GBR,male,23/04/1988,28.3,1.84,70
Nils Brembach,Athletics,GER,male,23/02/1993,23.5,1.84,70
Marco Belotti,Aquatics,ITA,male,29/11/1988,27.7,1.84,70
Lina Saltyte,Rowing,LTU,female,09/02/1987,29.5,1.84,70
Laura Dijkema,Volleyball,NED,female,18/02/1990,26.5,1.84,70
Julian Matthews,Athletics,NZL,male,21/07/1988,28.1,1.84,70
Priscilla Frederick,Athletics,ANT,female,14/02/1989,27.5,1.83,70
James Connor,Aquatics,AUS,male,05/05/1995,21.3,1.83,70
Luke Mathews,Athletics,AUS,male,21/06/1995,21.1,1.83,70
Wei Jin,Rowing,CHN,male,26/02/1987,29.5,1.83,70
Florian Carvalho,Athletics,FRA,male,09/03/1989,27.4,1.83,70
Gilles Simon,Tennis,FRA,male,27/12/1984,31.6,1.83,70
Thomas Baroukh,Rowing,FRA,male,15/12/1987,28.7,1.83,70
Geraint Thomas,Cycling,GBR,male,25/05/1986,30.2,1.83,70
Jenny Mensing,Aquatics,GER,female,26/02/1986,30.5,1.83,70
Sandra Gal,Golf,GER,female,09/05/1985,31.3,1.83,70
Saskia Tidey,Sailing,IRL,female,11/06/1993,23.2,1.83,70
Thomas Barr,Athletics,IRL,male,24/07/1992,24,1.83,70
Mihail Krassilov,Athletics,KAZ,male,05/03/1990,26.4,1.83,70
Daehoon Lee,Taekwondo,KOR,male,05/02/1992,24.5,1.83,70
Myrthe Schoot,Volleyball,NED,female,29/08/1988,28,1.83,70
Daryl Impey,Cycling,RSA,male,06/12/1984,31.7,1.83,70
Wayde van Niekerk,Athletics,RSA,male,15/07/1992,24.1,1.83,70
Vasily Mosin,Shooting,RUS,male,09/05/1972,44.3,1.83,70
Ana Dabovic,Basketball,SRB,female,18/08/1989,27,1.83,70
Machel Cedenio,Athletics,TTO,male,06/09/1995,20.9,1.83,70
Ben Kanute,Triathlon,USA,male,14/12/1992,23.7,1.83,70
Clark Montgomery,Equestrian,USA,male,20/05/1981,35.2,1.83,70
Tanya Acosta,Volleyball,ARG,female,11/03/1991,25.4,1.82,70
Agatha Bednarczuk,Volleyball,BRA,female,22/06/1983,33.1,1.82,70
Rodrigo Caio,Football,BRA,male,17/08/1993,23,1.82,70
Ali Khamis Khamis,Athletics,BRN,male,30/06/1995,21.1,1.82,70
Jan Vetesnik,Rowing,CZE,male,05/03/1984,32.4,1.82,70
Kevin Staut,Equestrian,FRA,male,15/11/1980,35.7,1.82,70
Alison Young,Sailing,GBR,female,29/05/1987,29.2,1.82,70
Charlie Grice,Athletics,GBR,male,07/11/1993,22.8,1.82,70
Yuki Miyazawa,Basketball,JPN,female,02/06/1993,23.2,1.82,70
Bongil Gu,Fencing,KOR,male,27/04/1989,27.3,1.82,70
Roman Prodius,Athletics,MDA,male,12/04/1981,35.3,1.82,70
James Thompson,Rowing,RSA,male,18/11/1986,29.7,1.82,70
Steve Guerdat,Equestrian,SUI,male,10/06/1982,34.2,1.82,70
Diana Taurasi,Basketball,USA,female,11/06/1982,34.2,1.82,70
Peterson dos Santos,Athletics,BRA,male,31/03/1991,25.4,1.81,70
Miguel Angel Lopez,Athletics,ESP,male,03/07/1988,28.1,1.81,70
Vicenc Ruiz,Hockey,ESP,male,30/10/1991,24.8,1.81,70
Dorian Coninx,Triathlon,FRA,male,28/01/1994,22.5,1.81,70
Jonathan Brownlee,Triathlon,GBR,male,30/04/1990,26.3,1.81,70
Alexandra Burghardt,Athletics,GER,female,28/04/1994,22.3,1.81,70
Laura Ludwig,Volleyball,GER,female,13/01/1986,30.6,1.81,70
Vassiliki Vougiouka,Fencing,GRE,female,20/06/1986,30.1,1.81,70
Ka Long Angus Ng,Badminton,HKG,male,24/06/1994,22.1,1.81,70
Marcelo Pereira,Football,HON,male,27/05/1995,21.2,1.81,70
Seito Yamamoto,Athletics,JPN,male,11/03/1992,24.4,1.81,70
Welson Sim,Aquatics,MAS,male,29/03/1997,19.4,1.81,70
Irina-Camelia Begu,Tennis,ROU,female,26/08/1990,26,1.81,70
Michal Smolen,Canoe,USA,male,13/09/1993,22.9,1.81,70
Sattawat Pongnairat,Badminton,USA,male,08/05/1990,26.3,1.81,70
Redouane Cherifi,Football,ALG,male,22/02/1993,23.5,1.8,70
Christopher Burton,Equestrian,AUS,male,22/11/1981,34.7,1.8,70
Daniel McConnell,Cycling,AUS,male,09/08/1985,31,1.8,70
Emily Seebohm,Aquatics,AUS,female,05/06/1992,24.2,1.8,70
Augusto Dutra de Oliveira,Athletics,BRA,male,16/07/1990,26.1,1.8,70
Patrick van der Heijden,Hockey,BRA,male,19/09/1992,23.9,1.8,70
Chunxin Wang,Rowing,CHN,male,25/11/1997,18.7,1.8,70
Wei Wang,Sailing,CHN,male,07/07/1988,28.1,1.8,70
Weiwei Zhu,Rowing,CHN,female,22/05/1990,26.2,1.8,70
Fernando Gaviria Rendon,Cycling,COL,male,19/08/1994,22,1.8,70
Petr Vakoc,Cycling,CZE,male,11/07/1992,24.1,1.8,70
Casper Nielsen,Football,DEN,male,29/04/1994,22.3,1.8,70
Bourhan Abro,Aquatics,DJI,male,30/05/1995,21.2,1.8,70
Bruno Hortelano,Athletics,ESP,male,18/09/1991,24.9,1.8,70
Xavier Lleonart,Hockey,ESP,male,22/06/1990,26.1,1.8,70
Astier Nicolas,Equestrian,FRA,male,19/01/1989,27.6,1.8,70
Gregory Bourdy,Golf,FRA,male,25/04/1982,34.3,1.8,70
Sebastian Rodger,Athletics,GBR,male,29/06/1991,25.1,1.8,70
Andrea Petkovic,Tennis,GER,female,09/09/1987,28.9,1.8,70
Florian Vogel,Aquatics,GER,male,02/09/1994,21.9,1.8,70
Philipp Kohlschreiber,Tennis,GER,male,16/10/1983,32.8,1.8,70
Aikaterini Nikolaidou,Rowing,GRE,female,22/10/1992,23.8,1.8,70
Anna Marton,Fencing,HUN,female,31/03/1995,21.4,1.8,70
Alessandra Patelli,Rowing,ITA,female,17/11/1991,24.7,1.8,70
Mattia Camboni,Sailing,ITA,male,26/04/1996,20.3,1.8,70
Paolo Pizzo,Fencing,ITA,male,04/04/1983,33.4,1.8,70
Pier Paolo Petroni,Modern Pentathlon,ITA,male,30/03/1987,29.4,1.8,70
Junya Hasegawa,Aquatics,JPN,male,13/12/1993,22.7,1.8,70
Yaroslava Shvedova,Tennis,KAZ,female,12/09/1987,28.9,1.8,70
Kariman Abuljadayel,Athletics,KSA,female,11/05/1994,22.3,1.8,70
Toms Skujins,Cycling,LAT,male,15/06/1991,25.2,1.8,70
V Shem Goh,Badminton,MAS,male,20/05/1989,27.2,1.8,70
Liliana Ibanez Lopez,Aquatics,MEX,female,30/01/1991,25.5,1.8,70
Mamadou Cherif Dia,Athletics,MLI,male,16/10/1984,31.8,1.8,70
Monica Lanz,Rowing,NED,female,08/04/1991,25.3,1.8,70
Ivo Rodrigues,Football,POR,male,30/03/1995,21.4,1.8,70
Leandro Silva,Football,POR,male,04/05/1994,22.3,1.8,70
James Reid,Cycling,RSA,male,01/08/1992,24,1.8,70
Richard Murray,Triathlon,RSA,male,04/01/1989,27.6,1.8,70
Liudmila Dmitrieva,Sailing,RUS,female,02/05/1989,27.3,1.8,70
Vladimir Savanovic,Athletics,SRB,male,12/06/1985,31.2,1.8,70
Muamer Tankovic,Football,SWE,male,22/02/1995,21.5,1.8,70
Hung-Chieh Chiang,Table Tennis,TPE,male,22/02/1989,27.5,1.8,70
Cem Yilmaz,Rowing,TUR,male,03/06/1982,34.2,1.8,70
Ivan Banzeruk,Athletics,UKR,male,09/02/1990,26.5,1.8,70
Emily van Egmond,Football,AUS,female,12/07/1993,23.1,1.79,70
Georgina Morgan,Hockey,AUS,female,15/05/1993,23.2,1.79,70
Mackenzie Arnold,Football,AUS,female,25/02/1994,22.5,1.79,70
Peeter Olesk,Shooting,EST,male,22/04/1993,23.3,1.79,70
Ramandeep Singh,Hockey,IND,male,01/04/1993,23.4,1.79,70
Hideki Omoto,Rowing,JPN,male,12/08/1984,32,1.79,70
Okcheol Kim,Cycling,KOR,male,16/11/1994,21.7,1.79,70
Marius Savelskis,Athletics,LTU,male,30/07/1994,22,1.79,70
Dafne Schippers,Athletics,NED,female,15/06/1992,24.2,1.79,70
Aleksandr Markov,Equestrian,RUS,male,26/05/1985,31.2,1.79,70
Isheau Wong,Equestrian,TPE,female,12/02/1989,27.5,1.79,70
Haris Belkebla,Football,ALG,male,28/01/1994,22.5,1.78,70
Julia Sebastian,Aquatics,ARG,female,23/11/1993,22.7,1.78,70
Larissa Crummer,Football,AUS,female,10/01/1996,20.6,1.78,70
Demetrius Pinder,Athletics,BAH,male,13/02/1989,27.5,1.78,70
Jerome Truyens,Hockey,BEL,male,04/08/1987,29,1.78,70
Jike Zhang,Table Tennis,CHN,male,14/02/1988,28.5,1.78,70
Yan Jiang,Rowing,CHN,female,10/01/1989,27.6,1.78,70
Lidiane Lopes,Athletics,CPV,female,01/09/1994,21.9,1.78,70
Eliska Klucinova,Athletics,CZE,female,14/04/1988,28.3,1.78,70
Lucie Hradecka,Tennis,CZE,female,21/05/1985,31.2,1.78,70
Karim Elzoghby,Equestrian,EGY,male,15/02/1977,39.5,1.78,70
Darly Zoqbi,Handball,ESP,female,25/08/1982,34,1.78,70
Jean Marie Okutu,Athletics,ESP,male,17/12/1988,27.7,1.78,70
Katie Archibald,Cycling,GBR,female,12/03/1994,22.4,1.78,70
Birgit Michels,Badminton,GER,female,28/09/1984,31.9,1.78,70
Cindy Roleder,Athletics,GER,female,21/08/1989,27,1.78,70
Steffi Kriegerstein,Canoe,GER,female,03/11/1992,23.8,1.78,70
Joshua Ilustre,Athletics,GUM,male,23/01/1994,22.5,1.78,70
Akashdeep Singh,Hockey,IND,male,02/12/1994,21.7,1.78,70
Sajan Prakash Prakash,Aquatics,IND,male,14/09/1993,22.9,1.78,70
Nicolas Roche,Cycling,IRL,male,03/07/1984,32.1,1.78,70
Asdis Hjalmsdottir,Athletics,ISL,female,28/10/1985,30.8,1.78,70
Kei Nishikori,Tennis,JPN,male,29/12/1989,26.6,1.78,70
Vladimir Letnicov,Athletics,MDA,male,07/10/1981,34.9,1.78,70
Pedro Daniel Gomez,Athletics,MEX,male,31/12/1990,25.6,1.78,70
Severiano van Ass,Hockey,NED,male,10/04/1992,24.3,1.78,70
Tess Wester,Handball,NED,female,19/05/1993,23.2,1.78,70
Rebecca Scown,Rowing,NZL,female,10/08/1983,33,1.78,70
Eliza Buceschi,Handball,ROU,female,01/08/1993,23,1.78,70
Serghei Tvetcov,Cycling,ROU,male,29/12/1988,27.6,1.78,70
Caster Semenya,Athletics,RSA,female,07/01/1991,25.6,1.78,70
Jacob Une Larsson,Football,SWE,male,08/04/1994,22.3,1.78,70
Anfisa Pochkalova,Fencing,UKR,female,01/03/1990,26.4,1.78,70
Viktor Ruban,Archery,UKR,male,24/05/1981,35.2,1.78,70
Andrew Campbell Jr,Rowing,USA,male,02/02/1992,24.5,1.78,70
Jake Kaminski,Archery,USA,male,11/08/1988,28,1.78,70
Elvismar Rodriguez,Judo,VEN,female,14/02/1997,19.5,1.78,70
Maximiliano Ariel Richeze,Cycling,ARG,male,07/03/1983,33.4,1.77,70
Karri McMahon,Hockey,AUS,female,27/02/1992,24.5,1.77,70
Katie Rae Ebzery,Basketball,AUS,female,08/01/1990,26.6,1.77,70
Lucien Delfour,Canoe,AUS,male,22/12/1988,27.6,1.77,70
Paul Sieber,Rowing,AUT,male,12/02/1993,23.5,1.77,70
Michelle Pearson,Rowing,BER,female,16/04/1991,25.3,1.77,70
Dan Lin,Badminton,CHN,male,14/10/1983,32.8,1.77,70
Yi Tang,Aquatics,CHN,female,08/01/1993,23.6,1.77,70
Zicheng Hui,Shooting,CHN,male,02/06/1989,27.2,1.77,70
Filip Nepejchal,Shooting,CZE,male,08/07/1999,17.1,1.77,70
Lenka Antosova,Rowing,CZE,female,27/09/1991,24.9,1.77,70
Thorbjorn Olesen,Golf,DEN,male,21/12/1989,26.6,1.77,70
Elodie Ravera-Scaramozzino,Rowing,FRA,female,19/09/1995,20.9,1.77,70
Gaelle Skrela,Basketball,FRA,female,24/01/1983,33.6,1.77,70
Karim Laghouag,Equestrian,FRA,male,04/08/1975,41,1.77,70
Jess Walker,Canoe,GBR,female,24/06/1990,26.1,1.77,70
Rachel Cawthorn,Canoe,GBR,female,03/11/1988,27.8,1.77,70
Thomas Daley,Aquatics,GBR,male,21/05/1994,22.2,1.77,70
Kerstin Hartmann,Rowing,GER,female,14/06/1988,28.2,1.77,70
Harmanpreet Singh,Hockey,IND,male,06/01/1996,20.6,1.77,70
Paul O'Donovan,Rowing,IRL,male,19/04/1994,22.3,1.77,70
Ali Hisny,Football,IRQ,male,23/05/1994,22.2,1.77,70
Dhurgham Ismael,Football,IRQ,male,23/05/1994,22.2,1.77,70
Elia Viviani,Cycling,ITA,male,07/02/1989,27.5,1.77,70
Ryota Yamagata,Athletics,JPN,male,10/06/1992,24.2,1.77,70
Artyom Zakharov,Cycling,KAZ,male,27/10/1991,24.8,1.77,70
Bakhtiyar Kozhatayev,Cycling,KAZ,male,28/03/1992,24.4,1.77,70
Heechan Hwang,Football,KOR,male,26/01/1996,20.5,1.77,70
Jeyong Son,Cycling,KOR,male,12/01/1994,22.6,1.77,70
Jaime Nielsen,Cycling,NZL,female,03/09/1985,30.9,1.77,70
Pedro Martins,Badminton,POR,male,14/02/1990,26.5,1.77,70
Anna Ustyukhina,Aquatics,RUS,female,18/03/1989,27.4,1.77,70
Peter Kauzer,Canoe,SLO,male,08/09/1983,32.9,1.77,70
Gabriel Mvumvure,Athletics,ZIM,male,23/02/1988,28.5,1.77,70
Guilherme Toldo,Fencing,BRA,male,01/09/1992,23.9,1.76,70
Miguel Valente,Aquatics,BRA,male,16/07/1993,23.1,1.76,70
Georgi Tsonov,Athletics,BUL,male,02/05/1993,23.3,1.76,70
Andre de Grasse,Athletics,CAN,male,10/11/1994,21.8,1.76,70
Felipe Tapia,Aquatics,CHI,male,25/04/1995,21.3,1.76,70
Yuri Alvear,Judo,COL,female,29/03/1986,30.4,1.76,70
Ida Villumsen,Canoe,DEN,female,30/11/1994,21.7,1.76,70
Julia Beljajeva,Fencing,EST,female,21/07/1992,24.1,1.76,70
Raul Must,Badminton,EST,male,09/11/1987,28.8,1.76,70
Mathieu Lemoine,Equestrian,FRA,male,17/04/1984,32.3,1.76,70
Barry Middleton,Hockey,GBR,male,12/01/1984,32.6,1.76,70
Zoe Lee,Rowing,GBR,female,15/12/1985,30.7,1.76,70
Franziska Weber,Canoe,GER,female,24/05/1989,27.2,1.76,70
In Gee Chun,Golf,KOR,female,10/08/1994,22,1.76,70
Wan Ho Son,Badminton,KOR,male,17/05/1988,28.2,1.76,70
Erick Gutierrez,Football,MEX,male,15/06/1995,21.2,1.76,70
Wim Stroetinga,Cycling,NED,male,23/05/1985,31.2,1.76,70
Eric Cray,Athletics,PHI,male,06/11/1988,27.8,1.76,70
Irmina Mrozek-Gliszczynska,Sailing,POL,female,09/02/1992,24.5,1.76,70
Malgorzata Wojtyra,Cycling,POL,female,21/09/1989,26.9,1.76,70
Ekaterina Marennikova,Handball,RUS,female,29/04/1982,34.3,1.76,70
Ekaterina Prokofyeva,Aquatics,RUS,female,13/03/1991,25.4,1.76,70
Gael Suter,Cycling,SUI,male,23/03/1992,24.4,1.76,70
Karoline Lusitania Tatafu,Archery,TGA,female,20/02/1998,18.5,1.76,70
Huseyin Kandemir,Rowing,TUR,male,09/09/1986,29.9,1.76,70
Onur Balkan,Cycling,TUR,male,10/03/1996,20.4,1.76,70
Lilly King,Aquatics,USA,female,10/02/1997,19.5,1.76,70
McLain Ward,Equestrian,USA,male,17/10/1975,40.8,1.76,70
Victoria Zuloaga,Hockey,ARG,female,14/02/1988,28.5,1.75,70
Joshua Beaver,Aquatics,AUS,male,01/03/1993,23.4,1.75,70
Kelsey-Lee Roberts,Athletics,AUS,female,20/09/1991,24.9,1.75,70
Bernadette Graf,Judo,AUT,female,25/06/1992,24.1,1.75,70
Joanna Maranhao,Aquatics,BRA,female,29/04/1987,29.3,1.75,70
Leonardo de Deus,Aquatics,BRA,male,18/01/1991,25.6,1.75,70
Ricardo de Souza,Athletics,BRA,male,21/09/1994,21.9,1.75,70
Shona Thorburn,Basketball,CAN,female,07/08/1982,34,1.75,70
Chenlu Qin,Cycling,CHN,male,24/10/1992,23.8,1.75,70
Hui Cao,Archery,CHN,female,07/09/1991,24.9,1.75,70
Yuanting Tang,Badminton,CHN,female,02/08/1994,22,1.75,70
Nery Brenes,Athletics,CRC,male,25/09/1985,30.9,1.75,70
Denia Caballero,Athletics,CUB,female,13/01/1990,26.6,1.75,70
Andreas Chasikos,Shooting,CYP,male,07/06/1984,32.2,1.75,70
Nerea Pena,Handball,ESP,female,13/12/1989,26.7,1.75,70
Tima Tamoi,Rugby Sevens,FIJ,female,30/11/1987,28.7,1.75,70
Mark Cavendish,Cycling,GBR,male,21/05/1985,31.2,1.75,70
Rebii Simon,Canoe,GBR,female,06/07/1996,20.1,1.75,70
Tiffany Porter,Athletics,GBR,female,13/11/1987,28.7,1.75,70
Gergely Gyurta,Aquatics,HUN,male,12/09/1991,24.9,1.75,70
Riau Ega Agatha,Archery,INA,male,25/10/1991,24.8,1.75,70
Abhinav Bindra,Shooting,IND,male,28/09/1982,33.9,1.75,70
Omid Haji Noroozi,Wrestling,IRI,male,18/02/1986,30.5,1.75,70
Michael Robson,Hockey,IRL,male,18/04/1995,21.3,1.75,70
Hawbir Khasro,Football,IRQ,male,24/09/1993,22.9,1.75,70
Andrea Baldini,Fencing,ITA,male,19/12/1985,30.6,1.75,70
Emanuele Gaudiano,Equestrian,ITA,male,30/06/1986,30.1,1.75,70
Gakuto Notsuda,Football,JPN,male,06/06/1994,22.2,1.75,70
Takuya Haneda,Canoe,JPN,male,17/07/1987,29.1,1.75,70
Seongyeon Kim,Judo,KOR,female,16/04/1991,25.3,1.75,70
Qendrim Guri,Cycling,KOS,male,27/11/1993,22.7,1.75,70
Brave Lifa,Aquatics,MAW,male,05/09/1995,20.9,1.75,70
Radu Albot,Tennis,MDA,male,11/11/1989,26.8,1.75,70
Omar Zepeda,Athletics,MEX,male,08/06/1977,39.2,1.75,70
Naranjargal Tsend-Ayush,Judo,MGL,female,27/01/1992,24.5,1.75,70
Marina Rajcic,Handball,MNE,female,24/08/1993,23,1.75,70
Kim Polling,Judo,NED,female,08/02/1991,25.5,1.75,70
Nycke Groot,Handball,NED,female,04/05/1988,28.3,1.75,70
Andrey Yudin,Gymnastics,RUS,male,06/06/1996,20.2,1.75,70
Sofya Velikaya,Fencing,RUS,female,08/06/1985,31.2,1.75,70
Sanchai Ratiwatana,Tennis,THA,male,23/01/1982,34.6,1.75,70
Felice Chow,Rowing,TTO,female,15/06/1977,39.2,1.75,70
Ana Sofia Nobrega,Aquatics,ANG,female,20/12/1990,25.6,1.74,70
Mariafe Artacho del Solar,Volleyball,AUS,female,24/10/1993,22.8,1.74,70
Jamial Rolle,Athletics,BAH,male,16/08/1980,36,1.74,70
Tanguy Cosyns,Hockey,BEL,male,29/06/1991,25.1,1.74,70
