name,sport,nationality,sex,date_of_birth,age,height,weight
Igor Glavan,Athletics,UKR,male,25/09/1990,25.9,1.68,61
Jaclyn Briggs,Hockey,USA,female,23/05/1988,28.2,1.68,61
Zokhid Kenjaev,Table Tennis,UZB,male,30/03/1992,24.4,1.68,61
Laura Brown,Cycling,CAN,female,27/11/1986,29.7,1.67,61
Menglu Ma,Cycling,CHN,female,24/09/1997,18.9,1.67,61
Maria del Mar Jover,Athletics,ESP,female,21/04/1988,28.3,1.67,61
Hedvig Karakas,Judo,HUN,female,21/02/1990,26.5,1.67,61
Daria Gavrilova,Tennis,AUS,female,05/03/1994,22.4,1.66,61
Cristina Guinea,Hockey,ESP,female,31/07/1992,24,1.66,61
Rebecca Gallantree,Aquatics,GBR,female,19/08/1984,32,1.66,61
Kaori Icho,Wrestling,JPN,female,13/06/1984,32.2,1.66,61
Luis Henry Campos,Athletics,PER,male,11/10/1995,20.8,1.66,61
Debora Seilhamer,Volleyball,PUR,female,04/10/1985,30.9,1.66,61
Noko Matlou,Football,RSA,female,30/09/1985,30.9,1.66,61
Abigail Johnston,Aquatics,USA,female,16/11/1989,26.7,1.66,61
Keturah Orji,Athletics,USA,female,05/03/1996,20.4,1.66,61
Tais Rochel,Fencing,BRA,female,16/10/1983,32.8,1.65,61
Devohn Teixeira,Hockey,CAN,male,09/02/1989,27.5,1.65,61
Arantza Gumucio,Sailing,CHI,female,04/10/1989,26.9,1.65,61
Bayron Guama de la Cruz,Cycling,ECU,male,14/06/1985,31.2,1.65,61
Rolando Saquipay,Athletics,ECU,male,21/07/1979,37.1,1.65,61
Carles Castillejo,Athletics,ESP,male,18/08/1978,38,1.65,61
Julia Pons,Hockey,ESP,female,27/07/1994,22,1.65,61
Joanna Leigh,Hockey,GBR,female,22/02/1993,23.5,1.65,61
Hoi Wah Chau,Badminton,HKG,female,05/06/1986,30.2,1.65,61
Chloe Magee,Badminton,IRL,female,29/11/1988,27.7,1.65,61
Hyejin Lee,Cycling,KOR,female,23/01/1992,24.6,1.65,61
Kelly Tan,Golf,MAS,female,26/10/1993,22.8,1.65,61
Andrea Arsovic,Shooting,SRB,female,05/02/1987,29.5,1.65,61
Porntip Buranaprasertsuk,Badminton,THA,female,24/10/1991,24.8,1.65,61
Kyah Simon,Football,AUS,female,25/06/1991,25.1,1.64,61
Pui Yin Yip,Badminton,HKG,female,06/08/1987,29,1.64,61
Amaka Ogoegbunam,Athletics,NGR,female,03/03/1990,26.4,1.64,61
Amanda Dlamini,Football,RSA,female,22/07/1988,28.1,1.64,61
Laetisha Scanlan,Shooting,AUS,female,13/04/1990,26.3,1.63,61
Deepika Kumari,Archery,IND,female,13/06/1994,22.2,1.63,61
Ammara Pinto,Aquatics,MAW,female,14/09/1997,18.9,1.63,61
Janine van Wyk,Football,RSA,female,17/04/1987,29.3,1.63,61
Eunice Chibanda,Football,ZIM,female,26/03/1993,23.4,1.63,61
Yang Liu,Gymnastics,CHN,male,10/09/1994,21.9,1.62,61
Barbara Pla,Rugby Sevens,ESP,female,17/07/1983,33.1,1.62,61
Carla Suarez Navarro,Tennis,ESP,female,03/09/1988,27.9,1.62,61
Rocio Gutierrez,Hockey,ESP,female,20/07/1985,31.1,1.62,61
Laura Gonzalez,Rugby Sevens,COL,female,08/03/1993,23.4,1.61,61
Yarisley Silva,Athletics,CUB,female,01/06/1987,29.2,1.61,61
Kelsey Kolojejchick,Hockey,USA,female,02/10/1991,24.9,1.61,61
Rachel Nicol,Aquatics,CAN,female,16/02/1993,23.5,1.6,61
Julio Cesar Acosta Gonzalez,Weightlifting,CHI,male,22/07/1987,29.1,1.6,61
Jazmin Sawyers,Athletics,GBR,female,21/05/1994,22.2,1.6,61
Risako Kawai,Wrestling,JPN,female,21/11/1994,21.7,1.6,61
Deepika Deepika,Hockey,IND,female,07/02/1987,29.5,1.59,61
Golnoush Sebghatollahi,Shooting,IRI,female,20/12/1990,25.6,1.58,61
Stanley Kipleting Biwott,Athletics,KEN,male,21/04/1986,30.3,1.52,61
Sergio Pessoa,Judo,CAN,male,03/09/1988,27.9,1.87,60
Michael Shelley,Athletics,AUS,male,10/10/1983,32.8,1.83,60
Taylor Madison Ruck,Aquatics,CAN,female,28/05/2000,16.2,1.83,60
Ana Iulia Dascal,Aquatics,ROU,female,12/09/2002,13.9,1.83,60
Olcay Cakir,Basketball,TUR,female,13/07/1993,23.1,1.82,60
Louise Carton,Athletics,BEL,female,16/04/1994,22.3,1.81,60
Altobeli da Silva,Athletics,BRA,male,03/12/1990,25.7,1.81,60
Aras Kaya,Athletics,TUR,male,04/04/1994,22.4,1.81,60
Mete Gazoz,Archery,TUR,male,08/06/1999,17.2,1.81,60
Emma McKeon,Aquatics,AUS,female,24/05/1994,22.2,1.8,60
Fatima Gallardo Carapeto,Aquatics,ESP,female,24/05/1997,19.2,1.8,60
Haido Alexouli,Athletics,GRE,female,29/03/1991,25.4,1.8,60
Vincenzo Nibali,Cycling,ITA,male,14/11/1984,31.7,1.8,60
Jasmine Alkhaldi,Aquatics,PHI,female,20/06/1993,23.1,1.8,60
Oktawia Nowacka,Modern Pentathlon,POL,female,02/01/1991,25.6,1.8,60
Rui Braganca,Taekwondo,POR,male,26/12/1991,24.6,1.8,60
Abubaker Haydar Abdalla,Athletics,QAT,male,28/08/1996,20,1.8,60
Guor Marial,Athletics,SSD,male,15/04/1984,32.3,1.8,60
Willem van Schuerbeeck,Athletics,BEL,male,24/10/1984,31.8,1.79,60
Gavin Mogopa,Judo,BOT,male,02/04/1996,20.4,1.79,60
Nijel Amos,Athletics,BOT,male,15/03/1994,22.4,1.79,60
Lena Schoneborn,Modern Pentathlon,GER,female,11/04/1986,30.3,1.79,60
Rachid Kisri,Athletics,MAR,male,02/08/1975,41,1.79,60
Lauren Rembi,Fencing,FRA,female,09/03/1992,24.4,1.78,60
Erick Barrondo,Athletics,GUA,male,14/06/1991,25.2,1.78,60
Jeanelle Scheper,Athletics,LCA,female,21/11/1994,21.7,1.78,60
Jana Veldakova,Athletics,SVK,female,03/06/1981,35.2,1.78,60
Margaux Isaksen,Modern Pentathlon,USA,female,07/10/1991,24.8,1.78,60
Maoulida Daroueche,Athletics,COM,male,07/02/1990,26.5,1.77,60
Marvin Rene,Athletics,FRA,male,11/04/1995,21.3,1.77,60
Claudia Cesarini,Modern Pentathlon,ITA,female,04/08/1986,30,1.77,60
Neringa Aidietyte,Athletics,LTU,female,05/06/1983,33.2,1.77,60
Janja Segel,Aquatics,SLO,female,17/06/2001,15.1,1.77,60
Hassanine Sebei,Athletics,TUN,male,21/01/1984,32.6,1.77,60
Ilham Tanui Ozbilen,Athletics,TUR,male,05/03/1990,26.4,1.77,60
Anastasiya Savchuk,Aquatics,UKR,female,02/03/1996,20.4,1.77,60
Brett Robinson,Athletics,AUS,male,08/05/1991,25.3,1.76,60
Abraham Naibei Cheroben,Athletics,BRN,male,11/10/1992,23.8,1.76,60
Lijia Xu,Sailing,CHN,female,30/08/1987,29,1.76,60
Anna Cruz,Basketball,ESP,female,27/10/1986,29.8,1.76,60
Nikki Harris,Cycling,GBR,female,30/12/1986,29.6,1.76,60
Yvette Man-Yi Kong,Aquatics,HKG,female,18/01/1993,23.6,1.76,60
Zahra Nemati,Archery,IRI,female,30/04/1985,31.3,1.76,60
Anastassya Kudinova,Athletics,KAZ,female,27/02/1988,28.5,1.76,60
Julio Cesar Salazar,Athletics,MEX,male,08/07/1993,23.1,1.76,60
Anna Plichta,Cycling,POL,female,10/02/1992,24.5,1.76,60
Lisa Norden,Triathlon,SWE,female,24/11/1984,31.7,1.76,60
Tarik Langat Akdag,Athletics,TUR,male,16/06/1988,28.2,1.76,60
Yousef Mirza Banihammad,Cycling,UAE,male,08/10/1988,27.8,1.76,60
Anna Lunyova,Athletics,UKR,female,01/10/1991,24.9,1.76,60
Juliana Jose Machado,Handball,ANG,female,06/11/1994,21.8,1.75,60
Chris Erickson,Athletics,AUS,male,01/12/1981,34.7,1.75,60
Fatima Alkaramova,Aquatics,AZE,female,26/06/2002,14.1,1.75,60
Viktoria Pavlovich,Table Tennis,BLR,female,08/05/1978,38.3,1.75,60
Benson Kiplagat Seurei,Athletics,BRN,male,27/03/1984,32.4,1.75,60
Dongxiao Li,Hockey,CHN,female,26/11/1987,28.7,1.75,60
Gerald Giraldo,Athletics,COL,male,21/03/1989,27.4,1.75,60
Lucie Svecena,Aquatics,CZE,female,21/08/1997,19,1.75,60
Anne Lolk Thomsen,Rowing,DEN,female,15/05/1983,33.2,1.75,60
Ahmed Kamar,Shooting,EGY,male,19/09/1986,29.9,1.75,60
Laura Auge,Aquatics,FRA,female,17/01/1992,24.6,1.75,60
Ming Tai Chan,Athletics,HKG,male,30/01/1995,21.5,1.75,60
Aglaia Pezzato,Aquatics,ITA,female,22/04/1994,22.3,1.75,60
Beatrice Callegari,Aquatics,ITA,female,20/12/1991,24.6,1.75,60
Libania Grenot,Athletics,ITA,female,12/07/1983,33.1,1.75,60
Martina Carraro,Aquatics,ITA,female,21/06/1993,23.1,1.75,60
Hiroki Fujiharu,Football,JPN,male,28/11/1988,27.7,1.75,60
Tatiana Chisca,Aquatics,MDA,female,19/07/1995,21.1,1.75,60
Radmila Petrovic,Handball,MNE,female,19/04/1988,28.3,1.75,60
Ye Tun Naung,Shooting,MYA,male,26/05/1983,33.2,1.75,60
Anamaria Ionita,Athletics,ROU,female,07/07/1988,28.1,1.75,60
Andreea Mitu,Tennis,ROU,female,22/09/1991,24.9,1.75,60
Eva Odorova,Table Tennis,SVK,female,22/11/1979,36.7,1.75,60
Fares Ferjani,Fencing,TUN,male,22/07/1997,19.1,1.75,60
Birsel Vardarli Demirmen,Basketball,TUR,female,12/07/1984,32.1,1.75,60
Nataliia Lupu,Athletics,UKR,female,04/11/1987,28.8,1.75,60
Jennifer Hens,Shooting,AUS,female,01/08/1986,30,1.74,60
Taylor Worth,Archery,AUS,male,08/01/1991,25.6,1.74,60
Caio Bonfim,Athletics,BRA,male,19/03/1991,25.4,1.74,60
Xiao Gu,Aquatics,CHN,female,18/03/1993,23.4,1.74,60
Catalina Perez,Football,COL,female,08/11/1994,21.8,1.74,60
Hanna-Maria Seppala,Aquatics,FIN,female,13/12/1984,31.7,1.74,60
Samantha Murray,Modern Pentathlon,GBR,female,25/09/1989,26.9,1.74,60
Daisuke Matsunaga,Athletics,JPN,male,24/03/1995,21.4,1.74,60
Quentin Rew,Athletics,NZL,male,16/07/1984,32.1,1.74,60
Sergio Vieira,Athletics,POR,male,20/02/1976,40.5,1.74,60
Ekaterina Ilina,Handball,RUS,female,07/03/1991,25.4,1.74,60
Elina Svitolina,Tennis,UKR,female,12/09/1994,21.9,1.74,60
Olha Lyakhova,Athletics,UKR,female,18/03/1992,24.4,1.74,60
Jesus Liranzo,Aquatics,VEN,male,02/11/1995,20.8,1.74,60
Amina Rouba,Rowing,ALG,female,09/01/1986,30.6,1.73,60
Hovhannes Davtyan,Judo,ARM,male,25/11/1983,32.7,1.73,60
Joana Costa,Athletics,BRA,female,15/05/1981,35.2,1.73,60
Erin Rafuse,Sailing,CAN,female,02/12/1988,27.7,1.73,60
Yuhan Zhang,Aquatics,CHN,female,06/01/1995,21.6,1.73,60
Yunlei Zhao,Badminton,CHN,female,25/08/1986,30,1.73,60
Noura Mohamed,Fencing,EGY,female,05/03/1998,18.4,1.73,60
Sonia Franquet,Shooting,ESP,female,03/07/1980,36.1,1.73,60
Alexis Vuillermoz,Cycling,FRA,male,01/06/1988,28.2,1.73,60
Lara Grangeon,Aquatics,FRA,female,21/09/1991,24.9,1.73,60
Shara Proctor,Athletics,GBR,female,16/09/1988,27.9,1.73,60
Dora Czigany,Aquatics,HUN,female,23/10/1992,23.8,1.73,60
Charlotte Bonin,Triathlon,ITA,female,10/02/1987,29.5,1.73,60
Francesco Lamon,Cycling,ITA,male,05/02/1994,22.5,1.73,60
Charline Mathias,Athletics,LUX,female,23/05/1992,24.2,1.73,60
Fu Yu,Table Tennis,POR,female,29/11/1978,37.7,1.73,60
Rui Pedro Silva,Athletics,POR,male,06/05/1981,35.3,1.73,60
Ursula Grobler,Rowing,RSA,female,06/02/1980,36.5,1.73,60
Iveta Putalova,Athletics,SVK,female,24/03/1988,28.4,1.73,60
Chin-Ping Ho,Athletics,TPE,male,23/10/1983,32.8,1.73,60
Afef Ben Ismail,Canoe,TUN,female,17/03/1994,22.4,1.73,60
Ann-Sophie Duyck,Cycling,BEL,female,23/07/1987,29.1,1.72,60
Erika,Football,BRA,female,04/02/1988,28.5,1.72,60
Poliana,Football,BRA,female,06/02/1991,25.5,1.72,60
Lara Butler,Aquatics,CAY,female,02/10/1994,21.9,1.72,60
Qiang Wang,Tennis,CHN,female,14/01/1992,24.6,1.72,60
Stefany Castano,Football,COL,female,11/01/1994,22.6,1.72,60
Carolina Routier,Triathlon,ESP,female,23/04/1990,26.3,1.72,60
Melanie Henique,Aquatics,FRA,female,22/12/1992,23.6,1.72,60
Kathrin Hendrich,Football,GER,female,06/04/1992,24.3,1.72,60
Selin Oruz,Hockey,GER,female,05/02/1997,19.5,1.72,60
Evangelia Papazoglou,Aquatics,GRE,female,14/01/1995,21.6,1.72,60
Gurmeet Singh,Athletics,IND,male,01/07/1985,31.1,1.72,60
Janet Okelo,Rugby Sevens,KEN,female,05/05/1992,24.3,1.72,60
Demita Vega de Lille,Sailing,MEX,female,21/07/1983,33.1,1.72,60
Jan Polanc,Cycling,SLO,male,06/05/1992,24.3,1.72,60
Michaela Meijer,Athletics,SWE,female,30/07/1993,23,1.72,60
Olivia Schough,Football,SWE,female,11/03/1991,25.4,1.72,60
Kristina Pronzhenko,Athletics,TJK,female,10/12/1988,27.7,1.72,60
Diyorbek Urozboev,Judo,UZB,male,17/08/1993,23,1.72,60
Ly Ho Thi,Rowing,VIE,female,22/02/1991,25.5,1.72,60
Vien Nguyen Thi Anh,Aquatics,VIE,female,09/11/1996,19.8,1.72,60
Caitlin Sargent-Jones,Athletics,AUS,female,14/06/1992,24.2,1.71,60
Steph Catley,Football,AUS,female,26/01/1994,22.5,1.71,60
Orkhan Safarov,Judo,AZE,male,10/08/1991,25,1.71,60
Mario Jose dos Santos Jr,Athletics,BRA,male,10/09/1979,36.9,1.71,60
Fang Chen,Shooting,CHN,female,19/10/1983,32.8,1.71,60
Xinping Liang,Aquatics,CHN,female,31/07/1994,22,1.71,60
Daisurami Bonne,Athletics,CUB,female,09/03/1988,28.4,1.71,60
Adela Bruns,Shooting,CZE,female,05/02/1987,29.5,1.71,60
Yancarlos Martinez,Athletics,DOM,male,08/07/1992,24.1,1.71,60
Youndry Andujar,Athletics,DOM,male,05/07/1990,26.1,1.71,60
Samantha Arevalo,Aquatics,ECU,female,30/09/1994,21.9,1.71,60
Muktar Edris,Athletics,ETH,male,14/01/1994,22.6,1.71,60
Thibaut Vallette,Equestrian,FRA,male,18/01/1974,42.6,1.71,60
Carla Nelte,Badminton,GER,female,21/09/1990,25.9,1.71,60
Merel Blom,Equestrian,NED,female,19/08/1986,30,1.71,60
Joao Silva,Triathlon,POR,male,15/05/1989,27.2,1.71,60
Mari Rabie,Triathlon,RSA,female,10/09/1986,29.9,1.71,60
Charlotte Mordasini,Equestrian,SWE,female,31/12/1988,27.6,1.71,60
Kristi Castlin,Athletics,USA,female,07/07/1988,28.1,1.71,60
Sarah True,Triathlon,USA,female,27/11/1981,34.7,1.71,60
Diana Khubeseryan,Athletics,ARM,female,05/05/1994,22.3,1.7,60
Ludwig Paischer,Judo,AUT,male,28/11/1981,34.7,1.7,60
Evans Kiplagat Barkowet,Athletics,AZE,male,05/03/1988,28.4,1.7,60
Vitoria Cristina Rosa,Athletics,BRA,female,12/01/1996,20.6,1.7,60
Hassan Chani,Athletics,BRN,male,05/05/1988,28.3,1.7,60
Nelson Kipkosgei Cherutich,Athletics,BRN,male,09/03/1993,23.4,1.7,60
Yanislav Gerchev,Judo,BUL,male,04/10/1989,26.9,1.7,60
Emily Overholt,Aquatics,CAN,female,04/10/1997,18.8,1.7,60
Kristel Kobrich,Aquatics,CHI,female,09/08/1985,31,1.7,60
Lenin Preciado,Judo,ECU,male,23/08/1993,23,1.7,60
Samy Abdel Razek,Shooting,EGY,male,10/04/1980,36.3,1.7,60
Aina Cid I Centelles,Rowing,ESP,female,01/09/1994,21.9,1.7,60
Fernando Carro,Athletics,ESP,male,01/04/1992,24.4,1.7,60
Nanna Vainio,Badminton,FIN,female,29/05/1991,25.2,1.7,60
Audrey Cordon,Cycling,FRA,female,22/09/1989,26.9,1.7,60
Eilidh Doyle,Athletics,GBR,female,20/02/1987,29.5,1.7,60
Anna Knauer,Cycling,GER,female,20/02/1995,21.5,1.7,60
Jana Beckmann,Shooting,GER,female,02/05/1983,33.3,1.7,60
Saskia Bartusiak,Football,GER,female,09/09/1982,33.9,1.7,60
Ying Han,Table Tennis,GER,female,29/04/1983,33.3,1.7,60
Zhao Juan Meng,Cycling,HKG,female,14/12/1989,26.7,1.7,60
Gyorgyi Zsivoczky-Farkas,Athletics,HUN,female,13/02/1985,31.5,1.7,60
Vid Hidvegi,Gymnastics,HUN,male,23/08/1986,30,1.7,60
Natalya Coyle,Modern Pentathlon,IRL,female,11/12/1990,25.7,1.7,60
Mahdi Kamil,Football,IRQ,male,06/01/1995,21.6,1.7,60
Eyal Levine,Sailing,ISR,male,27/08/1986,30,1.7,60
Kohei Uchima,Cycling,JPN,male,08/11/1988,27.8,1.7,60
Tsubasa Sasaki,Canoe,JPN,male,23/03/1995,21.4,1.7,60
Jisu Yoon,Fencing,KOR,female,24/01/1993,23.5,1.7,60
Sangwook Lee,Gymnastics,KOR,male,14/10/1985,30.8,1.7,60
Santisouk Inthavong,Aquatics,LAO,male,02/09/1999,16.9,1.7,60
Erick Aguirre,Football,MEX,male,23/02/1997,19.5,1.7,60
Bart Deurloo,Gymnastics,NED,male,23/02/1991,25.5,1.7,60
Maikel van der Vleuten,Equestrian,NED,male,10/02/1988,28.5,1.7,60
Georgia Williams,Cycling,NZL,female,25/08/1993,23,1.7,60
Malgorzata Kozaczuk,Fencing,POL,female,06/06/1988,28.2,1.7,60
Lorene Dorcas Bazolo,Athletics,POR,female,04/05/1983,33.3,1.7,60
Tamara Radocaj,Basketball,SRB,female,23/12/1987,28.6,1.7,60
Bekir Ozlu,Judo,TUR,male,30/08/1988,28,1.7,60
Christen Press,Football,USA,female,29/12/1988,27.6,1.7,60
Thi Nhu Hoa Nguyen,Fencing,VIE,female,21/02/1984,32.5,1.7,60
Jane Claxton,Hockey,AUS,female,26/10/1992,23.8,1.69,60
Antoine Gakeme,Athletics,BDI,male,24/12/1991,24.6,1.69,60
Etiene Medeiros,Aquatics,BRA,female,24/05/1991,25.2,1.69,60
Josefa Vila Betancurt,Rowing,CHI,female,06/02/1997,19.5,1.69,60
Blandine Dancette,Handball,FRA,female,14/02/1988,28.5,1.69,60
Delphine Lansac,Badminton,FRA,female,18/07/1995,21.1,1.69,60
Shiho Nishioka,Fencing,JPN,female,23/02/1989,27.5,1.69,60
Hee Sook Jeon,Fencing,KOR,female,16/06/1984,32.2,1.69,60
Karem Achach,Aquatics,MEX,female,25/02/1991,25.5,1.69,60
Gaby Diana Ahrens,Shooting,NAM,female,15/03/1981,35.4,1.69,60
Lynique Prinsloo,Athletics,RSA,female,30/03/1991,25.4,1.69,60
Olga Gorbunova,Aquatics,RUS,female,27/08/1993,23,1.69,60
Sabrina Jaquet,Badminton,SUI,female,21/06/1987,29.1,1.69,60
Katarina Listopadova,Aquatics,SVK,female,22/03/1993,23.4,1.69,60
Houari Ferhani,Football,ALG,male,11/02/1993,23.5,1.68,60
Juan Manuel Cano,Athletics,ARG,male,12/12/1987,28.7,1.68,60
Lucas Calabrese,Sailing,ARG,male,12/12/1986,29.7,1.68,60
Ventsislav Aydarski,Aquatics,BUL,male,17/02/1991,25.5,1.68,60
Sofia Middleton,Sailing,CHI,female,12/03/1993,23.4,1.68,60
Aisen Chen,Aquatics,CHN,male,22/10/1995,20.8,1.68,60
Wenjun Guo,Shooting,CHN,female,22/06/1984,32.1,1.68,60
Marlies Mejias Garcia,Cycling,CUB,female,29/12/1992,23.6,1.68,60
Esther Guerrero,Athletics,ESP,female,07/02/1990,26.5,1.68,60
Camille Abily,Football,FRA,female,05/12/1984,31.7,1.68,60
Elodie Thomis,Football,FRA,female,13/08/1986,30,1.68,60
Ashley McKenzie,Judo,GBR,male,17/07/1989,27.1,1.68,60
Sakura Tsukagoshi,Cycling,JPN,female,13/04/1991,25.3,1.68,60
Inbee Park,Golf,KOR,female,12/07/1988,28.1,1.68,60
Won Jin Kim,Judo,KOR,male,01/05/1992,24.3,1.68,60
Jannah Sonnenschein,Aquatics,MOZ,female,24/04/1996,20.3,1.68,60
Jeroen Mooren,Judo,NED,male,30/07/1985,31,1.68,60
Gemma Flynn,Hockey,NZL,female,02/05/1990,26.3,1.68,60
Un Ju Kang,Archery,PRK,female,01/02/1995,21.5,1.68,60
Loredana Dinu,Fencing,ROU,female,02/04/1984,32.4,1.68,60
Polina Kuznetsova,Handball,RUS,female,10/06/1987,29.2,1.68,60
Polina Mikhailova,Table Tennis,RUS,female,31/08/1986,30,1.68,60
Ludovic Chammartin,Judo,SUI,male,31/01/1985,31.5,1.68,60
Ghofrane Mohamed,Athletics,SYR,female,06/06/1989,27.2,1.68,60
Padasak Tanviriyavechakul,Table Tennis,THA,male,17/05/1996,20.2,1.68,60
Chih-Yuan Chuang,Table Tennis,TPE,male,02/04/1981,35.4,1.68,60
Khrystyna Stuy,Athletics,UKR,female,03/02/1988,28.5,1.68,60
Yana Shemyakina,Fencing,UKR,female,05/01/1986,30.6,1.68,60
Emily Sonnett,Football,USA,female,25/11/1993,22.7,1.68,60
Tien Minh Nguyen,Badminton,VIE,male,12/02/1983,33.5,1.68,60
Iryna Khokhlova,Modern Pentathlon,ARG,female,29/01/1990,26.5,1.67,60
Joshua Katz,Judo,AUS,male,29/12/1997,18.6,1.67,60
Fatema Almahmeed,Aquatics,BRN,female,14/06/1999,17.2,1.67,60
Jaspar Woon Chai Yu,Badminton,BRU,male,14/11/1988,27.7,1.67,60
Lian Yuan Wang,Triathlon,CHN,female,26/08/1994,22,1.67,60
Ning Wei,Shooting,CHN,female,05/08/1982,34,1.67,60
Tracy Keith-Matchitt,Aquatics,COK,female,30/03/1990,26.4,1.67,60
Marios Georgiou,Gymnastics,CYP,male,10/11/1997,18.7,1.67,60
Beatriz Perez,Hockey,ESP,female,04/05/1991,25.3,1.67,60
Nickel Chand,Football,FIJ,male,28/07/1995,21,1.67,60
Andreas Bretschneider,Gymnastics,GER,male,04/08/1989,27,1.67,60
Sabine Spitz,Cycling,GER,female,27/12/1971,44.6,1.67,60
Lindaweni Fanetri,Badminton,INA,female,18/01/1990,26.6,1.67,60
Eri Hozumi,Tennis,JPN,female,17/02/1994,22.5,1.67,60
Kanako Watanabe,Aquatics,JPN,female,15/11/1996,19.7,1.67,60
Yeldos Smetov,Judo,KAZ,male,09/09/1992,23.9,1.67,60
Alfred Kipketer,Athletics,KEN,male,28/12/1996,19.6,1.67,60
Jiao Li,Table Tennis,NED,female,15/01/1973,43.6,1.67,60
Ewa Swoboda,Athletics,POL,female,26/07/1997,19,1.67,60
Patricia Mamona,Athletics,POR,female,21/11/1988,27.7,1.67,60
Fatou Dieng,Basketball,SEN,female,18/08/1983,33,1.67,60
Ida Lindborg,Aquatics,SWE,female,13/06/1994,22.2,1.67,60
Tinne Wilhelmsson Silfven,Equestrian,SWE,female,12/07/1967,49.1,1.67,60
Irem Karamete,Fencing,TUR,female,20/06/1993,23.1,1.67,60
Iuliia Olishevska,Athletics,UKR,female,02/02/1989,27.5,1.67,60
Fernanda Russo,Shooting,ARG,female,02/10/1999,16.9,1.66,60
Jessica Fox,Canoe,AUS,male,10/06/1994,22.2,1.66,60
Francine Niyonsaba,Athletics,BDI,female,05/05/1993,23.3,1.66,60
Githa Michiels,Cycling,BEL,female,28/03/1983,33.4,1.66,60
Iryna Yakaltsevich,Athletics,BLR,female,26/01/1993,23.5,1.66,60
Cecilia Bouele,Athletics,CGO,female,07/01/1993,23.6,1.66,60
Xinyu Zhang,Aquatics,CHN,female,09/03/1997,19.4,1.66,60
Luis Fernando Lopez,Athletics,COL,male,03/06/1979,37.2,1.66,60
Amalie Thomsen,Canoe,DEN,female,12/09/1994,21.9,1.66,60
Jena Hansen,Sailing,DEN,female,10/12/1988,27.7,1.66,60
Fatima Galvez,Shooting,ESP,female,19/01/1987,29.6,1.66,60
Juho Reinvall,Judo,FIN,male,24/08/1988,28,1.66,60
Stella Akakpo,Athletics,FRA,female,28/02/1994,22.4,1.66,60
Bryony Shaw,Sailing,GBR,female,28/04/1983,33.3,1.66,60
Nile Wilson,Gymnastics,GBR,male,17/01/1996,20.6,1.66,60
Hoi Kem Doo,Table Tennis,HKG,female,27/11/1996,19.7,1.66,60
Saori Nagamine,Archery,JPN,female,05/07/1993,23.1,1.66,60
Crisanto Grajales,Triathlon,MEX,male,06/05/1987,29.3,1.66,60
Simon Yacoub,Judo,PLE,male,09/06/1989,27.2,1.66,60
Beslan Mudranov,Judo,RUS,male,07/07/1986,30.1,1.66,60
Jessica Samuelsson,Football,SWE,female,30/01/1992,24.5,1.66,60
Ozge Bayrak,Badminton,TUR,female,14/02/1992,24.5,1.66,60
Stacy Lewis,Golf,USA,female,16/02/1985,31.5,1.66,60
Nooran Ahmed Ali Ba Matraf,Aquatics,YEM,female,25/11/1999,16.7,1.66,60
El Hadi Laameche,Athletics,ALG,male,05/03/1990,26.4,1.65,60
Julia Gomes,Hockey,ARG,female,30/04/1992,24.3,1.65,60
Allyson Ponson,Aquatics,ARU,female,04/12/1995,20.7,1.65,60
Elise Kellond-Knight,Football,AUS,female,10/08/1990,26,1.65,60
Ellie Carpenter,Football,AUS,female,28/04/2000,16.3,1.65,60
Kotuku Ngawati,Aquatics,AUS,female,16/06/1994,22.2,1.65,60
Leilani Mitchell,Basketball,AUS,female,15/06/1985,31.2,1.65,60
Madonna Blyth,Hockey,AUS,female,30/11/1985,30.7,1.65,60
Minjee Lee,Golf,AUS,female,27/05/1996,20.2,1.65,60
Gabrielle Roncatto,Aquatics,BRA,female,19/07/1998,18.1,1.65,60
Pamella Oliveira,Triathlon,BRA,female,06/10/1987,28.9,1.65,60
Brittany Rogers,Gymnastics,CAN,female,08/06/1993,23.2,1.65,60
Jason Burnett,Gymnastics,CAN,male,16/12/1986,29.7,1.65,60
Patricia Obee,Rowing,CAN,female,31/10/1991,24.8,1.65,60
Taylor Milne,Athletics,CAN,male,14/09/1981,34.9,1.65,60
Peng Han,Football,CHN,female,20/12/1989,26.6,1.65,60
Yasha Gu,Football,CHN,female,28/11/1990,25.7,1.65,60
Yifan Xu,Tennis,CHN,female,08/08/1988,28,1.65,60
Eider Arevalo,Athletics,COL,male,09/03/1993,23.4,1.65,60
Monica Sarai Arango Estrada,Aquatics,COL,female,05/06/1992,24.2,1.65,60
Ahmed Abelrahman,Judo,EGY,male,26/05/1996,20.2,1.65,60
Anna Boada Peiro,Rowing,ESP,female,30/12/1992,23.6,1.65,60
Carlos Peralta Gallego,Aquatics,ESP,male,30/01/1994,22.5,1.65,60
Kenza Dali,Football,FRA,female,31/07/1991,25,1.65,60
Walide Khyar,Judo,FRA,male,09/06/1995,21.2,1.65,60
Emily Scott,Rugby Sevens,GBR,female,30/06/1992,24.1,1.65,60
Simone Consonni,Cycling,ITA,male,12/09/1994,21.9,1.65,60
Ayaka Takahashi,Badminton,JPN,female,19/04/1990,26.3,1.65,60
Harukyo Nomura,Golf,JPN,female,25/11/1992,23.7,1.65,60
Misaki Yamaguchi,Aquatics,JPN,female,20/01/1990,26.6,1.65,60
